,norm
1953,1
5195,2
4554,2
7296,2
5306,2
10047,2
700,2
553,2
5659,1
1109,2
4092,1
88,2
8115,2
3404,2
2354,1
5761,0
4376,0
1439,2
3535,2
1996,2
2573,2
1153,2
818,2
3424,2
2291,2
9920,0
1518,0
2602,2
7543,1
2275,1
8039,2
1651,2
583,1
5658,2
6173,2
2659,2
8130,1
7854,0
2388,2
2787,2
5650,2
1247,2
1553,0
6494,2
10051,0
474,2
387,2
2833,1
2969,2
2135,2
7340,2
5305,2
6878,2
3436,2
997,2
3035,2
1831,2
1032,2
2146,2
696,2
1451,1
894,2
4811,2
6518,2
3859,2
5187,0
7633,2
5150,2
5134,0
2482,2
1503,2
1569,0
1378,1
8673,1
7135,1
6050,2
2615,2
2011,2
8509,2
2330,2
495,2
710,0
8570,2
979,2
4046,2
5821,1
8399,1
1502,2
5627,2
5578,2
4349,1
7041,1
3080,2
8988,2
7153,1
8878,2
4080,2
1672,2
9397,2
1571,2
43,2
5923,1
2503,2
1338,1
2902,0
1746,2
2734,1
7459,1
1133,2
244,0
461,1
1609,2
7668,2
891,2
774,2
1952,0
2183,2
5356,0
1273,2
87,2
10332,0
545,2
322,2
8773,2
3710,2
7259,2
4110,2
6044,2
7517,2
1822,1
4692,1
2908,2
8040,2
1310,2
4544,2
1423,2
7148,2
2475,1
259,2
4819,2
546,0
9929,2
2263,1
7321,0
3662,2
2673,2
1237,2
1303,2
2304,2
3618,2
2616,2
2713,2
143,2
5345,0
2207,0
2779,2
1520,1
6984,2
1444,2
3115,1
4024,2
2019,2
8768,0
2650,2
8761,0
4771,2
9709,2
355,2
7426,1
4309,1
2617,1
1022,2
1310,2
7362,2
2075,1
7188,1
1840,2
4119,1
7240,2
7782,2
3815,2
3463,2
5681,2
9606,2
2252,1
85,2
3825,2
8638,2
1938,1
127,2
821,2
9679,1
2415,2
2290,1
2590,2
7661,2
7574,2
9030,1
9512,1
8741,2
2411,2
1871,2
1689,1
7808,2
6305,2
2532,2
763,1
567,1
4980,2
9650,2
7399,2
6140,2
4189,1
386,2
678,1
6472,2
1590,2
544,2
4088,2
4472,2
1497,2
3538,1
2541,2
2669,1
10046,2
1185,2
3358,2
2367,2
7857,0
7567,1
8753,2
5438,2
8051,0
9226,0
9758,1
5236,1
2520,2
7528,2
6891,2
4226,0
213,2
7131,2
2524,2
8612,1
9013,2
3453,2
2600,1
7598,2
5040,2
7790,2
9445,2
1657,2
2336,2
4975,1
8328,2
4190,2
5186,2
4471,0
387,1
2187,0
1079,2
2898,2
2025,1
6263,2
4109,2
5211,2
3746,2
2547,1
9562,2
2431,1
164,2
152,0
2264,2
94,2
2268,1
543,2
8071,2
1732,2
8871,2
8582,1
6691,1
2109,1
2726,0
9048,2
624,2
8215,2
1204,1
3737,0
758,2
385,2
2049,2
901,2
7861,2
4719,2
3832,2
1997,0
1036,2
4300,2
201,2
1014,0
1935,0
2152,2
5070,2
7953,2
1064,2
4573,1
2023,0
1229,1
2592,1
8581,1
3236,2
5879,0
1170,2
2581,2
1680,1
2807,2
5804,2
1906,2
2311,2
6674,1
2089,2
1433,1
2831,1
1385,2
6353,2
4892,1
9031,0
1800,2
2114,2
8178,1
7771,2
7940,2
1263,1
7508,2
1353,2
3046,2
1252,1
7666,0
2162,2
2024,0
195,0
3068,2
5426,2
9261,2
2595,1
5910,1
3391,2
748,2
1526,2
2186,2
382,2
5823,2
7814,1
8017,2
6155,2
3481,0
1482,2
445,2
6618,2
2273,2
8937,0
176,1
6221,2
2139,2
1870,2
8458,2
93,1
1687,1
7649,2
5861,0
4274,0
706,2
5106,1
7439,1
7149,2
9363,1
3257,2
9430,2
5350,2
77,2
9913,2
7650,2
8694,2
9217,0
4520,2
6008,2
7103,2
2261,1
9124,2
9311,1
3054,2
1988,2
1780,0
3563,2
3841,2
8740,0
1368,2
10023,2
3729,1
1342,0
5742,2
6657,2
4132,2
1438,1
1404,1
112,1
2307,1
7292,2
5962,2
2108,2
1369,0
3987,2
5626,0
630,0
958,2
3401,2
4850,2
3190,2
1907,2
2738,0
987,2
3766,2
2150,1
3114,1
2486,2
3872,2
127,2
312,2
7281,2
1,2
4860,0
148,1
4781,2
3755,2
3611,2
7274,2
9203,1
4535,2
3407,2
3101,2
8797,2
1784,2
2786,2
9200,2
2104,2
1767,2
310,1
2569,1
5584,1
2274,2
2724,1
4380,2
1725,2
8777,2
1341,2
982,0
9737,1
3009,1
534,2
907,2
3931,2
9641,1
4748,2
918,2
4514,2
5943,2
2453,2
6302,2
2224,2
1760,2
1581,1
1727,0
5574,2
4889,2
5099,2
4394,1
2047,1
763,1
2044,2
7271,2
2484,2
1277,2
6854,2
2733,0
2370,1
8656,2
1031,2
3679,1
734,1
6614,2
8498,0
234,2
1394,2
9788,0
5397,2
5698,2
2352,2
7080,2
8302,2
8750,2
9040,2
2638,1
7950,1
261,2
1752,2
5311,2
4596,2
1085,1
5562,0
1595,2
1850,2
6747,2
6156,1
2497,1
5193,1
4238,1
7815,2
6012,2
2224,0
4111,2
3818,2
3959,2
6272,0
3599,0
647,2
193,2
8702,2
8290,2
2097,1
520,0
9559,1
4270,2
422,2
388,0
48,1
877,2
6319,2
231,1
10104,0
9799,2
2200,2
8049,2
7249,1
1330,2
485,2
4390,1
1377,2
5762,2
2565,2
2368,2
5510,2
499,2
2863,2
364,2
2850,2
2159,2
6514,1
1938,1
2496,1
6133,2
1761,2
534,2
7195,1
8794,2
5966,2
1019,2
1687,2
5204,2
7784,1
280,2
1228,2
2584,2
3440,2
9485,0
2440,1
5353,2
670,0
626,2
1357,2
7471,2
84,2
1589,2
7558,2
6452,2
2966,2
1390,2
4662,2
2037,2
9996,2
4787,2
3259,2
4365,2
9516,1
3551,0
2439,2
3459,2
1209,2
8172,2
382,2
384,2
9621,2
4876,0
1881,2
588,2
5136,1
8393,2
3671,2
1159,0
2119,1
1872,2
9583,2
724,1
37,2
5015,2
937,2
4722,2
1385,2
5590,1
6745,2
6060,2
2207,1
4630,2
7617,2
5692,1
1866,2
2656,0
5375,2
8077,2
7187,1
2020,2
4228,0
7403,2
162,2
4674,2
6368,2
5499,1
2515,2
8696,1
1322,0
5437,2
5719,2
4476,2
2394,2
217,2
4103,1
603,0
1078,0
6968,2
5010,2
7708,1
8754,2
6615,2
2406,1
373,2
2434,2
507,2
6137,2
1320,2
1012,2
4169,2
1918,1
7453,2
288,2
667,2
7707,0
6476,2
3186,2
136,2
3508,2
566,2
3399,2
1177,2
1315,0
2716,2
3517,0
1745,2
1966,2
4474,2
514,2
4958,1
367,2
2365,1
3414,1
2626,0
2769,2
2471,2
8224,2
2289,1
768,2
7984,2
6837,2
2210,1
2626,2
8436,0
1796,2
5639,2
2312,1
6836,2
291,2
8774,2
3689,2
7888,2
7157,2
2327,0
5087,2
2658,2
1955,2
5505,2
2482,2
2143,1
3196,0
1827,2
8117,2
7395,1
7400,2
6671,2
1274,2
4341,2
1447,2
1636,2
8934,2
5693,2
9313,2
7087,0
9597,2
1825,1
4368,1
2067,2
2091,1
4040,2
2266,1
6717,2
2625,2
8147,0
1875,1
549,1
195,1
1965,2
6574,2
2082,2
6000,2
8471,2
2994,2
5121,1
5205,1
1380,2
5652,2
1208,0
9182,2
3169,2
316,2
8655,2
8481,1
8233,2
2220,0
2229,1
7505,2
5337,1
1118,2
8189,2
5975,2
7367,1
1551,1
5349,2
965,0
1563,2
4086,2
8230,2
7962,2
10169,0
1261,2
2916,2
9932,0
4932,2
104,2
657,2
4604,2
2643,2
2778,2
9897,2
4689,2
1798,2
1607,2
6311,2
9443,2
3151,2
626,2
7268,1
10068,0
8107,2
5526,2
4891,2
164,0
4875,2
115,1
1983,2
2730,2
6485,2
7901,2
7662,0
9646,2
8461,0
6330,2
5065,2
3437,2
8714,2
1674,2
7754,0
610,2
10240,0
970,1
6820,1
6789,2
1019,2
3757,0
2654,2
4572,2
4136,0
1284,2
1141,1
2283,2
7699,2
4488,2
2504,2
1345,1
6644,2
9056,2
8158,2
5434,2
1195,2
1838,2
7021,0
2431,2
2758,0
8879,2
3663,2
9198,2
8403,2
3294,2
2309,1
2987,1
6829,1
2753,2
1994,1
3491,0
1591,1
1920,2
1302,2
2418,2
5097,2
10117,2
7685,0
7094,2
3614,2
3788,2
5675,2
1927,2
2302,1
4280,2
2659,2
7036,2
1670,1
1355,2
2271,1
2852,2
3951,2
5161,2
679,2
1884,2
1218,0
9419,1
1686,1
3467,1
2028,2
3583,1
2246,0
1105,2
9180,2
8186,2
4319,1
906,2
1263,1
7343,1
7942,2
2906,2
2522,2
3228,2
7979,2
2194,1
3128,2
5259,2
3357,1
6849,1
2128,1
5059,2
6,1
664,2
5788,2
7189,2
1904,2
1884,2
5524,2
6073,1
851,1
2347,2
7472,2
3906,1
7478,2
980,0
4054,1
7587,2
8775,2
8884,2
6246,0
5999,1
1361,2
4680,2
2137,2
2714,2
4043,2
6791,2
7804,2
9579,2
89,1
1788,2
7718,1
5441,2
1996,2
9273,2
739,0
4302,2
7762,1
9853,2
4261,0
6998,1
6915,2
7261,2
1603,2
8713,2
2457,2
3536,2
8176,0
3378,1
3526,1
2635,2
2588,2
577,2
26,1
9835,1
5422,2
2614,2
4243,2
1555,2
2752,2
9625,2
1963,2
1388,2
7161,2
9477,2
5176,1
7542,1
8566,2
8853,1
6416,2
3941,0
1944,2
8145,2
4287,2
9943,2
9000,2
2606,1
8053,1
9230,0
2685,1
139,2
7917,2
2530,2
2315,2
8488,2
1000,2
8350,2
7730,2
2038,2
606,2
65,2
2538,2
2915,2
3623,0
1919,2
9478,2
4839,1
2238,1
733,2
2404,2
693,2
8799,2
3770,2
1343,2
7253,2
6628,2
3408,2
8422,2
10131,2
20,2
9598,2
2088,2
4637,2
2354,2
10092,2
1785,0
2716,0
2467,1
7056,0
3064,2
9139,2
6273,1
2689,2
2435,2
2414,0
1288,0
4020,2
2384,1
2773,0
2448,2
1226,2
5782,2
8855,2
5486,2
1976,1
1968,1
9364,2
5972,2
629,0
7997,1
1306,2
8468,2
3446,2
895,0
371,2
6497,2
3413,2
5619,2
6402,1
1876,2
9164,2
1446,1
2782,1
2732,2
6231,2
3749,1
410,2
2374,2
9383,2
784,2
7323,1
2691,1
7584,0
1245,2
1297,2
3990,2
4423,2
2778,1
8021,1
1474,2
650,2
2774,2
2162,1
8138,2
924,2
416,2
7693,2
6699,2
852,2
999,2
9749,2
2545,2
2734,1
297,0
361,1
862,2
190,2
6761,1
3108,2
2382,2
1793,2
3658,2
6227,0
3893,2
6551,2
2897,2
9705,1
2453,2
5642,2
2299,2
10054,2
5616,0
481,2
2731,2
426,0
2192,2
2041,0
4425,2
1064,2
1262,2
5377,1
9153,0
130,2
5589,2
7904,1
9653,1
9644,2
2510,2
5066,1
5531,2
7185,1
7040,2
8728,1
4739,2
2399,2
6863,2
3426,2
4625,2
1546,1
3088,2
2880,2
6112,2
5927,2
6683,1
9718,0
6337,2
710,2
7768,2
10025,2
6721,2
2153,2
1061,0
1345,2
1565,0
9947,2
1291,1
804,2
674,2
5033,2
3063,2
3524,1
959,2
6682,1
4279,2
3641,1
1316,2
2423,2
847,2
8674,0
1227,2
1399,1
2300,2
2085,1
9634,0
2010,1
8241,2
7443,2
9706,1
795,2
4854,2
1086,1
5362,0
5629,2
9736,2
7882,1
4816,2
3205,2
9911,2
5151,0
7031,2
2015,0
723,2
4979,0
5405,2
9207,1
4977,2
1542,2
9729,0
10020,0
3602,0
2605,2
2205,0
1948,2
1473,2
4451,2
3741,2
1240,2
902,2
2768,1
588,0
672,2
2029,2
682,2
7244,2
8919,2
10254,0
4143,2
5976,2
760,2
6547,1
10064,2
8889,1
2552,0
3881,2
8991,2
6684,2
1741,2
7388,1
9934,0
7262,2
8223,2
5685,2
880,2
5166,2
686,1
7203,2
3581,2
2155,1
2241,0
7229,0
7855,2
2378,2
4720,2
4671,0
6052,2
5476,1
3412,2
7937,2
1379,2
7370,1
9088,1
310,1
1551,2
2545,2
5496,2
9925,0
4879,1
3183,2
2303,2
2538,1
1124,1
224,2
2893,1
5051,0
834,2
3886,1
1023,2
2249,2
2933,2
2673,2
5783,1
8632,2
2364,2
1826,0
7798,2
4985,2
4903,2
1730,0
3900,2
4223,2
14,0
2375,0
8735,1
4700,1
3317,2
1567,2
2491,2
10038,0
9789,2
3187,2
5461,2
376,1
360,1
9176,2
2247,0
4029,0
2668,2
2356,2
2492,2
9470,2
341,1
8388,2
1470,2
7425,2
9074,1
4432,2
9944,2
6866,2
8534,2
1708,2
1765,1
1072,2
2624,1
1962,2
2322,0
576,2
711,2
1630,2
64,2
1470,2
2383,2
9010,1
6876,2
2732,1
6508,1
3871,2
4666,2
2516,0
3603,2
1957,2
1586,2
536,2
5370,2
293,1
1575,2
2435,2
4039,2
10030,0
1934,1
2721,2
3066,0
511,2
1352,1
8095,0
2564,2
1333,2
1253,2
8018,2
1217,2
2814,2
779,0
6077,2
5243,1
3489,2
5630,2
8974,2
1333,2
4142,2
370,2
10089,2
8010,2
8361,2
9554,2
1593,0
9997,2
4316,2
1234,0
2713,2
8482,2
5253,2
2434,2
1471,2
52,2
6566,1
2847,2
6786,0
1111,2
4690,2
2102,2
9490,1
4709,2
2788,0
9171,2
9571,2
2503,1
1205,2
558,1
1359,1
3261,2
1638,2
1308,2
6561,2
3681,1
6076,2
7723,1
2854,0
10163,2
1340,2
8910,0
585,2
3821,2
2487,1
7083,2
7994,2
4728,0
1488,2
9016,2
2651,2
9678,2
1946,2
1599,2
2870,2
5625,2
8629,1
439,1
9904,2
6069,1
8326,2
517,2
7025,0
1935,1
6858,2
1405,2
9042,2
9310,2
5457,2
488,1
3161,2
2401,2
1693,1
4528,0
7255,2
7011,1
2004,2
9087,2
9283,2
69,2
3221,0
2499,2
6507,2
1634,1
5137,1
3971,1
605,2
208,2
289,1
2072,2
7881,2
856,2
1743,2
1121,2
1893,0
1036,2
273,2
5109,2
1998,1
2107,2
2206,2
170,2
6441,2
226,2
5977,2
4858,2
2938,2
4067,0
2928,2
2243,0
1819,2
2840,2
1165,2
5159,2
2821,2
8936,2
6534,2
2737,2
1813,2
519,0
7392,1
5882,0
3249,2
8429,2
2579,0
1160,2
9768,2
7640,2
7250,0
2022,2
1029,2
8160,2
5786,2
1890,2
5871,2
9500,2
46,0
1232,2
6830,2
2230,0
2226,2
933,2
3263,0
6643,0
125,2
4399,2
8253,2
2441,2
2924,1
3888,0
232,2
7766,2
444,2
8015,1
7849,2
5231,2
5025,2
2247,1
19,2
4373,2
7309,2
8163,2
3738,1
2267,0
7636,2
1428,2
4923,2
2133,2
9004,2
2282,2
2950,0
9062,1
2514,2
4448,2
9923,2
5360,2
1909,2
4634,2
7117,0
8831,2
2534,2
4899,0
8343,2
1967,1
7827,2
154,2
4331,2
1886,2
3181,2
4170,2
1560,2
2308,1
2921,2
7538,2
1049,1
90,2
2055,1
6015,1
6812,1
8407,2
7186,2
3409,2
3734,1
439,2
9177,2
9034,2
9903,2
7391,2
10021,2
2209,2
1493,2
3666,2
5416,0
8202,2
2537,2
1949,2
2168,2
415,2
9710,2
7136,2
897,2
1054,2
7449,0
4358,1
7793,2
8251,0
1257,0
670,2
10065,0
4452,0
7659,1
1773,2
2346,1
7844,0
1835,1
1094,1
2121,2
2410,2
8971,2
1928,2
400,2
538,1
3635,1
8201,2
10136,2
1105,2
2440,2
2223,2
853,2
8451,1
1570,1
2433,2
2345,1
2221,2
9169,2
618,1
2539,2
2427,1
2362,2
2468,2
2221,0
2575,1
2118,2
5767,2
5318,2
8200,0
3687,2
8342,1
6324,2
2671,2
2322,2
4553,2
2521,0
2562,1
1094,1
7737,1
1571,2
70,2
2443,2
3417,2
209,1
5837,2
2722,2
9937,2
2783,1
484,2
631,2
5919,2
666,2
9584,2
4998,0
4260,2
1500,0
7430,2
3286,0
282,2
1294,2
6793,2
6384,2
7676,2
3865,2
8317,1
4822,0
7926,2
3480,0
2228,0
4802,2
8552,2
468,0
1057,2
930,2
1116,2
2691,2
9446,0
742,1
2993,2
3321,2
1517,2
9854,2
8296,2
8665,0
1269,2
922,2
8322,1
5811,2
9570,2
3998,2
1929,2
9104,1
8420,2
4971,2
5358,2
1707,1
2408,2
4582,1
1623,0
6746,2
10069,2
2571,2
1589,2
3967,2
10143,2
7829,2
3660,2
10033,2
2517,2
994,0
2413,2
30,2
5450,0
2254,2
2780,1
2421,1
380,2
8752,0
7205,1
5436,2
2027,2
6512,2
2030,2
9314,2
7145,2
2971,2
8093,2
899,1
5653,2
6262,1
1620,2
5798,2
7398,2
2563,0
10115,2
108,1
8707,2
5308,2
6934,2
1374,1
6178,2
1817,2
3884,2
2764,2
1597,1
5741,1
2558,0
1718,2
1034,2
7069,1
9293,2
207,2
8644,2
8920,1
7651,0
114,1
2006,2
1402,2
2185,2
7335,2
5541,0
4055,2
7914,2
2334,2
2310,2
5210,0
5351,1
3406,2
7586,2
869,2
2789,1
7196,0
188,2
7759,1
2014,0
6290,0
7278,2
7690,1
2384,2
753,0
8748,2
5007,2
402,2
129,2
4032,2
3353,0
1033,2
2110,2
491,2
3966,2
2227,2
2891,1
796,1
8940,2
1295,0
2541,1
419,2
6959,2
7462,2
2706,2
2443,2
7024,2
466,2
1307,2
1424,1
5559,2
2486,0
1157,0
3976,1
4844,0
2484,2
5112,2
799,2
1367,2
992,2
2199,2
2743,1
960,2
5853,1
147,1
1973,1
5317,2
2416,2
8222,2
2613,2
6117,0
5342,2
4128,0
7610,2
500,1
2233,2
2464,2
5608,2
820,0
2191,2
10268,0
299,2
8568,1
4503,2
4429,2
2032,2
577,1
3630,2
1855,1
2113,2
1691,2
2342,2
8523,2
5302,2
2719,2
1155,1
2678,1
3839,2
1005,2
2095,2
7175,2
9061,2
8952,1
4192,2
1410,2
8006,1
4910,2
517,2
4823,2
6856,1
3208,2
1131,1
4006,2
8447,1
793,1
5080,2
798,0
409,2
5297,2
5256,2
3019,1
6980,2
2515,2
8503,2
10091,2
8766,2
7781,2
7741,2
7112,2
5961,2
10026,2
6251,2
8344,2
4255,2
1087,2
2704,0
2023,1
6355,0
2289,2
4420,0
9596,2
2498,2
1448,2
3304,1
361,2
6712,2
1368,1
2473,2
6146,2
2064,1
5221,2
6840,2
417,2
8312,1
2386,1
3890,1
2642,0
3498,2
6296,2
2630,0
1719,2
9381,2
3673,0
870,2
3253,1
7672,2
8005,2
2123,1
1001,2
2182,2
2000,1
1091,2
7628,2
3247,2
8056,2
6771,2
6362,2
887,1
5368,2
10081,2
5950,2
5886,1
9613,2
2230,2
8091,2
2482,2
2617,0
4338,2
229,2
7331,2
9412,1
8709,2
276,2
2652,2
1274,2
1447,2
10049,2
1666,0
3370,2
5940,0
3813,2
993,2
2771,2
5758,1
5285,0
780,0
1403,2
564,2
5942,1
4989,0
97,2
2462,0
202,2
78,0
5766,2
3908,2
6578,2
8672,2
8133,2
2153,1
2713,2
7405,2
6038,2
7689,2
5998,2
1130,2
9821,2
74,2
1243,2
8306,2
7951,2
2281,2
6401,1
9330,2
3003,2
5208,2
3487,1
9046,0
7409,0
9699,0
4494,0
5488,2
6886,2
2348,2
6688,2
563,2
5143,2
7045,2
5996,1
2378,2
9281,2
10017,2
7959,1
2528,2
186,2
2234,2
2120,2
2274,2
9694,2
106,2
8279,0
7263,2
2952,1
2051,0
1123,2
7541,2
3936,0
3645,2
1937,2
8175,2
9026,2
1606,2
8261,2
5628,2
1033,2
6556,2
6130,2
1964,2
4818,1
8545,2
6063,2
7581,1
1003,1
885,2
3028,1
263,1
1421,2
735,2
1993,2
6597,2
5752,2
1700,1
6783,0
2134,2
1077,1
2524,2
9015,2
2659,2
7519,0
6090,0
7467,0
9802,0
8479,1
831,2
6144,2
5688,2
8411,2
2632,2
5389,2
1022,2
717,2
998,2
203,2
7933,2
345,2
1392,1
3444,2
4623,1
8712,2
2411,2
1010,2
8544,2
8738,2
7630,1
2347,2
586,2
6453,2
1680,1
1804,2
9303,2
2647,1
516,2
1606,2
8392,1
5294,2
9136,2
900,2
3969,1
6548,2
9166,2
4199,2
8034,2
3438,2
949,2
5157,2
6075,2
355,2
471,2
1936,2
1052,2
2425,2
5623,2
7428,0
1197,2
2913,2
2625,2
2360,2
6845,2
8765,2
969,2
5795,0
7803,0
5262,2
250,2
2602,1
278,2
1905,1
1198,2
9418,2
2278,2
1100,2
1189,2
4588,2
5540,2
1300,2
4773,1
2719,0
1767,1
2364,1
7653,2
396,2
7106,2
613,2
99,2
2409,1
1743,1
963,2
6321,2
9826,1
7221,2
1486,1
8671,2
5560,2
1987,1
2896,2
6407,2
2107,1
8228,1
243,2
5380,1
2294,1
178,2
1374,2
3640,2
7731,2
9129,2
1324,2
3488,2
3039,2
5319,2
23,2
2344,2
9665,1
2527,1
7118,2
6945,2
3201,2
905,2
9447,2
9158,2
2585,2
5506,2
8059,0
4206,2
6702,2
4552,2
902,1
8185,2
5233,2
5874,2
8647,2
864,2
4129,1
3149,2
8472,0
4044,0
8977,2
1536,2
8734,2
6380,2
8571,2
7357,2
521,1
3165,2
2537,2
3290,2
2505,2
6953,0
861,2
988,1
9407,2
5605,0
3921,2
6929,1
4614,2
9292,2
5274,2
204,1
3672,2
2430,1
1645,2
907,2
3860,2
5148,2
2383,1
3824,2
6135,1
1457,2
7114,1
1523,2
2286,2
4973,2
9889,2
10077,2
7750,2
9536,2
12,1
9398,2
1026,2
5185,2
3719,2
6770,2
6805,2
274,2
4502,2
1682,2
9411,1
9728,2
3564,1
2504,1
1805,1
2787,2
3326,2
9926,2
9795,2
483,2
5069,2
7062,0
10099,2
1092,2
8627,2
829,2
1445,1
1103,0
2941,2
8798,1
296,2
3919,0
5329,1
1811,2
1792,2
9268,2
3783,2
113,2
1480,2
1191,2
596,2
995,0
8917,1
2436,1
1872,2
4453,2
9847,2
3706,0
8772,2
1774,2
8154,1
2636,2
9527,0
1058,2
328,0
4075,2
6841,2
823,1
1649,2
983,2
9262,2
4369,1
1822,2
3106,2
2731,2
2385,0
4729,2
1222,0
8562,2
2817,2
9439,1
1545,1
8281,2
820,2
4512,0
7884,2
1291,1
2049,2
1529,2
5857,1
5456,2
7501,2
10156,2
6655,2
3107,2
5902,1
2561,2
1824,1
7764,2
6183,2
3224,2
10127,2
9774,2
5271,2
974,1
2371,0
5267,0
2757,1
718,2
8427,2
1301,0
231,0
3339,2
2827,2
2477,2
6409,2
5604,2
7003,2
1964,0
1923,1
2394,2
1875,2
9151,2
5802,2
3985,2
9342,2
6949,0
182,2
9510,0
1670,2
748,2
8042,0
7774,0
9154,2
4847,1
8812,2
3854,2
4735,2
4814,1
2389,2
7101,1
726,2
8705,1
8975,2
8136,2
1534,2
4418,2
7155,1
5446,1
1272,2
8681,2
4120,2
7096,2
285,2
1608,0
4824,2
2634,1
1906,0
1474,2
24,2
7591,1
1675,2
9827,0
169,2
3375,1
3271,2
7805,2
656,2
4768,1
9448,2
828,2
8787,2
5901,2
639,2
4574,2
7514,1
9103,2
810,2
8865,2
9334,2
9227,2
7821,2
665,2
7202,1
2134,2
8574,2
4013,2
2409,2
6773,2
3330,2
9574,2
1759,0
3692,1
10181,2
915,2
6935,2
5085,2
1304,2
2511,1
4833,2
1784,2
2932,1
9688,2
8908,1
9767,2
8970,2
8809,1
7111,2
2465,2
3532,2
1612,2
4667,1
2615,2
1921,2
3514,0
427,0
7982,2
1386,1
8897,2
10333,0
2663,2
7893,2
3940,2
3816,2
1299,2
9851,2
1311,2
3650,1
6833,0
1720,2
9986,2
4212,2
4315,2
6281,2
5801,1
761,2
4139,2
2087,2
7418,2
8254,2
8636,2
2624,2
1478,2
7585,1
7658,2
4312,1
1926,2
8909,2
1882,2
802,1
6206,1
5543,1
4883,2
2680,2
2294,2
8818,2
521,2
8272,2
348,2
6857,2
2157,1
9850,2
4717,0
2527,2
9181,2
8933,2
6692,2
860,1
256,2
8292,2
9776,2
7555,0
9601,2
2500,1
4413,1
467,2
2705,1
5941,2
3576,1
2199,2
1838,2
3569,2
2306,2
3355,0
9969,2
8382,2
3210,0
2558,1
1149,2
7823,1
1756,2
712,2
2446,2
1678,0
789,2
2488,1
7284,2
465,2
8321,1
4673,1
2276,2
9750,2
4004,2
5171,2
2411,2
1644,2
4826,2
646,2
3571,2
4449,2
299,2
1545,1
8073,2
5388,0
4577,2
542,2
1464,0
2201,0
9801,1
6292,2
9474,2
125,1
2665,2
7311,2
9514,2
352,0
4723,1
1050,2
3022,2
6969,2
8863,2
1559,2
3393,2
9044,2
2846,1
2574,2
751,1
1246,2
867,2
221,0
189,2
2365,0
568,2
4209,2
2387,1
3688,1
10035,2
4135,1
2223,2
5057,1
2744,2
1384,2
8555,0
6924,0
8351,2
3343,1
8212,2
5985,2
10015,2
3312,2
468,2
1541,2
8043,2
6113,2
4463,2
972,0
4591,1
1225,2
8589,2
4241,2
7529,2
6962,2
4458,2
7738,2
1264,1
9558,2
2432,2
8430,2
5008,2
1885,0
584,2
9875,2
6658,2
2059,1
7344,1
7382,2
4414,2
5668,2
844,2
2013,2
2380,2
3302,2
10121,2
2530,0
965,2
587,2
2481,1
7892,2
6128,2
3495,2
693,1
5587,0
3743,2
5922,2
3,2
7204,1
2272,1
6926,2
398,0
2080,2
2292,1
1789,0
9264,2
1961,0
7845,2
621,2
1795,2
2758,2
9382,2
7005,2
2562,0
8683,1
1319,2
2761,2
8603,2
1522,2
6159,0
900,2
1771,2
5029,0
3345,1
1331,2
895,1
903,0
2509,0
2184,2
3827,0
10146,2
7692,2
414,2
1991,1
3924,2
1637,2
5521,2
4307,2
3154,0
592,1
286,2
6804,0
4267,0
1048,2
462,2
6553,2
9700,1
9454,2
4433,2
2360,2
8459,2
2707,1
7838,0
681,2
2764,2
68,2
2479,1
7846,2
6172,2
5612,2
6093,1
4988,1
8710,2
5283,2
2566,2
6916,2
3540,1
5240,0
223,2
4793,1
204,2
9145,2
3442,2
7294,1
1986,2
10135,2
3533,2
5042,1
3522,2
9582,2
6410,2
1124,2
2126,1
2638,2
4481,2
1828,2
2561,1
1794,0
9793,2
4786,2
268,2
561,2
7531,1
1187,2
6633,2
3896,2
1132,2
2459,2
1825,2
2375,2
2018,0
10273,0
1237,2
2519,2
2739,2
3724,2
1579,2
5344,2
5569,1
5921,0
10162,0
8372,0
4946,2
2194,1
4485,2
5076,2
9113,2
1763,2
770,2
1041,2
8408,2
8193,2
470,2
3279,2
3659,2
4559,0
6568,0
107,2
2559,2
3525,2
463,1
3070,2
5497,2
8385,2
2723,2
496,2
3830,2
6806,0
8299,1
1842,0
2551,2
2247,1
6488,2
1598,0
8989,2
5648,2
2185,0
847,2
788,1
9901,2
6058,2
9656,2
2929,1
5385,2
4060,1
10062,2
3323,1
1391,2
669,2
1585,2
4347,2
993,2
2048,2
1954,2
1122,0
1610,2
7227,2
9860,2
1353,2
6758,2
180,2
679,2
1556,0
8121,2
5258,1
8378,2
5120,2
1859,1
3012,1
8483,1
389,2
1763,1
2198,2
7780,2
1812,2
8013,2
7406,2
2394,2
2541,1
6835,2
7712,2
557,2
2616,1
3812,2
9697,2
5489,1
982,2
80,2
5445,1
284,2
1051,2
3879,2
793,2
6271,2
7498,1
2710,2
2308,2
7470,0
1002,2
2981,0
8873,1
9301,2
2379,2
1739,2
7623,2
736,2
2773,2
1087,2
685,1
1494,1
1389,2
2740,2
5796,2
2282,2
1409,2
179,2
6343,1
1293,1
603,1
1750,2
1976,2
1804,0
102,0
1131,2
3141,1
842,1
8151,1
2407,1
1486,1
1679,2
1928,2
4254,2
3065,2
2666,2
996,2
1845,2
4455,2
2237,2
1471,1
2499,1
1519,1
1797,2
2366,2
9731,2
9008,2
8637,2
2629,2
8844,1
2882,2
2246,0
6871,1
1058,2
9865,2
3178,2
2967,2
7964,2
8268,2
178,2
2676,2
6386,2
2260,2
